"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6","stop_PC5","feasible"
"2553","2532C",52.04493,4.221591,52.0527610273069,4.30393289541152,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545V","2288",52.05004,4.2684,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3011","2542J",51.91868,4.487522,52.0385335010829,4.25810585554739,0,1,67.7,20,12.8,26,8.9,2,28.3,1.4,4.6,22.3,"2532CP","2532C",1
"2544W","5171",52.0467602067797,4.25796164603099,51.65595,5.047381,1,0,173,37.6,39,64,32.3,3,110.9,2.7,19,89.1,"2544WB","2544W",1
"5171","2544W",51.65595,5.047381,52.0467602067797,4.25796164603099,0,1,156.8,36.2,46.8,57,16.8,4,114.7,2.5,22.5,89.8,"2546AD","2546A",1
"2665","2545J",52.02257,4.534548,52.0501761443925,4.27390518499308,0,1,79.2,18,34.3,14,12.9,3,25.1,1.2,12.6,11.3,"2546AD","2546A",1
"2544E","2685",52.0464828004557,4.25028829153627,52.02624,4.223557,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2511",52.0398470736153,4.26367783290026,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543T",52.07851,4.317539,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2521",52.0398470736153,4.26367783290026,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543T",52.06328,4.318427,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3011","2543R",51.91868,4.487522,52.0428928838003,4.26639256132776,0,1,63.4,25.4,9.7,26,2.4,1,27.6,1.8,3.5,22.3,"2532CP","2532C",1
"2543R","2547",52.0428928838003,4.26639256132776,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2553",52.0428928838003,4.26639256132776,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2521",52.0375341571121,4.2553666934214,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543X",52.06328,4.318427,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2909",52.0408197781465,4.2614617830182,51.91413,4.545104,1,0,89.5,25.1,26.8,23,14.5,4,32.2,1.4,10.2,20.5,"2545JT","2545J",1
"2543G","2291",52.0353834676263,4.25634401078893,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543G",52.01948,4.277017,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543G",52.04493,4.221591,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2547",52.0353834676263,4.25634401078893,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543G",52.06093,4.266762,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543S",52.06093,4.266762,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2543R",52.08531,4.342739,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2593",52.0384390330544,4.25641060632753,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2543C",52.08531,4.342739,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2521",52.0384390330544,4.25641060632753,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543C",52.06328,4.318427,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2909",52.0367222332167,4.25362685931864,51.91413,4.545104,1,0,89.7,25.4,28.8,23,12.5,4,32.8,1.4,10.9,20.5,"2545JT","2545J",1
"2909","2543E",51.91413,4.545104,52.0367222332167,4.25362685931864,0,1,92.1,27.6,26.5,25,13,4,34.8,1.5,10.8,22.3,"2532CP","2532C",1
"2543E","2571",52.0367222332167,4.25362685931864,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543E",52.06937,4.286918,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2513",52.0384390330544,4.25641060632753,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543C",52.0788,4.302386,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2285",52.0384390330544,4.25641060632753,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543C",52.03807,4.302551,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","3142",52.0384390330544,4.25641060632753,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543C",51.92693,4.25433,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2291",52.0384390330544,4.25641060632753,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543C",52.01948,4.277017,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2285",52.0434639733693,4.26411809103701,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543A",52.03807,4.302551,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2542K",52.06093,4.266762,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2517",52.0384390330544,4.25641060632753,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2543C",52.08726,4.285609,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2511",52.0384390330544,4.25641060632753,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543C",52.07851,4.317539,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2571",52.0384390330544,4.25641060632753,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543C",52.06937,4.286918,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2803",52.039653035803,4.25997191228478,52.02455,4.690541,1,0,86.2,33.8,24.7,18,9.7,2,37.6,2.4,7.2,28,"2542JH","2542J",1
"2803","2543V",52.02455,4.690541,52.039653035803,4.25997191228478,0,1,85.2,16.6,33.8,18,16.8,3,39.6,1.1,10.6,28,"2544GH","2544G",1
"2543V","2521",52.039653035803,4.25997191228478,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543V",52.06328,4.318427,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2521",52.0353834676263,4.25634401078893,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543G",52.06328,4.318427,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2547",52.039653035803,4.25997191228478,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2542J",52.03807,4.302551,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2671",52.0384390330544,4.25641060632753,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2543C",51.99332,4.208966,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2803",52.0428928838003,4.26639256132776,52.02455,4.690541,1,0,82.8,32.6,22.5,18,9.7,2,36.8,2.3,6.5,28,"2543AA","2543A",1
"2803","2543R",52.02455,4.690541,52.0428928838003,4.26639256132776,0,1,82.8,21,35.7,18,8.1,3,41.2,1.4,11.7,28,"2545CG","2545C",1
"2543X","2517",52.0375341571121,4.2553666934214,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2543R",52.08726,4.285609,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2543X",52.08726,4.285609,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543X",52.03807,4.302551,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2262","2543A",52.09115,4.387253,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2511",52.0403612649755,4.26585945503325,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543S",52.07851,4.317539,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2285",52.0403612649755,4.26585945503325,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2544J",52.03807,4.302551,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3015","2545D",51.91203,4.468389,52.04476,4.270413,0,1,69.4,27.7,14.9,17,9.8,2,25.8,1.7,7.6,16.5,"2532CP","2532C",1
"2545D","2512",52.04476,4.270413,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2545D",52.07346,4.304762,52.0447612674383,4.27041304165943,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","1075",52.0364390701642,4.26312437750577,52.35212,4.859065,1,0,90.4,23.4,22.4,37,7.7,2,61,1.5,8,51.4,"2543SW","2543S",1
"1075","2542K",52.35212,4.859065,52.0364390701642,4.26312437750577,0,1,93.9,24,23.6,38,8.3,2,61.4,1.7,8.4,51.4,"2543GB","2543G",1
"2542K","2553",52.0364390701642,4.26312437750577,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2542K",52.04493,4.221591,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2555",52.0367222332167,4.25362685931864,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2555","2543E",52.061,4.225491,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2291",52.0367222332167,4.25362685931864,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543E",52.01948,4.277017,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2285",52.0367222332167,4.25362685931864,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543E",52.03807,4.302551,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543S",52.04493,4.221591,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2517",52.0364390701642,4.26312437750577,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2542K",52.08726,4.285609,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2548",52.0364390701642,4.26312437750577,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2548","2542K",52.02944,4.290399,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543R",52.06328,4.318427,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2571",52.0428928838003,4.26639256132776,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2512",52.0434639733693,4.26411809103701,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2571",52.0403612649755,4.26585945503325,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543S",52.06937,4.286918,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2521",52.0434639733693,4.26411809103701,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2547",52.0398470736153,4.26367783290026,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543T",52.06093,4.266762,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2678",52.0408197781465,4.2614617830182,51.97477,4.255695,1,0,74.5,22.2,30.6,6,15.7,2,24.8,1.4,15,8.4,"2543SW","2543S",1
"2678","2543B",51.97477,4.255695,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2596",52.0353834676263,4.25634401078893,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2596","2543G",52.09274,4.319509,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2512",52.0353834676263,4.25634401078893,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2543G",52.07346,4.304762,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2511",52.0367222332167,4.25362685931864,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543E",52.07851,4.317539,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","3142",52.0367222332167,4.25362685931864,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543E",51.92693,4.25433,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2593",52.0398470736153,4.26367783290026,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2543T",52.08531,4.342739,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2291",52.0398470736153,4.26367783290026,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543T",52.01948,4.277017,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2553",52.0398470736153,4.26367783290026,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543T",52.04493,4.221591,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","3142",52.0428928838003,4.26639256132776,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543R",51.92693,4.25433,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2513",52.0398470736153,4.26367783290026,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543T",52.0788,4.302386,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2553",52.0384390330544,4.25641060632753,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543C",52.04493,4.221591,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2547",52.0384390330544,4.25641060632753,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543C",52.06093,4.266762,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543S",51.92693,4.25433,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2571",52.039653035803,4.25997191228478,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543V",52.06937,4.286918,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542N","2593",52.0331301458607,4.25975908904229,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2909",52.0428928838003,4.26639256132776,51.91413,4.545104,1,0,90.9,26,26.8,25,13,4,32.2,1.5,10.2,20.5,"2545JT","2545J",1
"2909","2543R",51.91413,4.545104,52.0428928838003,4.26639256132776,0,1,90.9,29.6,23.2,25,13,4,33.7,1.7,9.7,22.3,"2532CP","2532C",1
"2543T","2571",52.0398470736153,4.26367783290026,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543T",52.06937,4.286918,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2547",52.0367222332167,4.25362685931864,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543E",52.06093,4.266762,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2513",52.0367222332167,4.25362685931864,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543E",52.0788,4.302386,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2291",52.039653035803,4.25997191228478,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543V",52.01948,4.277017,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2597",52.039653035803,4.25997191228478,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543V",52.10758,4.313337,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2597",52.0375341571121,4.2553666934214,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543X",52.10758,4.313337,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543R",52.10758,4.313337,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2909",52.0398470736153,4.26367783290026,51.91413,4.545104,1,0,90.8,25.1,27.6,25,13,4,32.4,1.4,10.5,20.5,"2545JT","2545J",1
"2909","2543T",51.91413,4.545104,52.0398470736153,4.26367783290026,0,1,93,30.5,24.3,25,13,4,34.2,1.8,10.1,22.3,"2532CP","2532C",1
"2545D","2627",52.0447612674383,4.27041304165943,51.98532,4.37184,1,0,56.6,32,10.2,10,4.5,1,13.9,2.2,3.6,8.1,"2532CP","2532C",1
"2627","2545D",51.98532,4.37184,52.0447612674383,4.27041304165943,0,1,56.7,35.8,7.4,11,2.4,1,13.4,2.6,2.7,8.1,"2532CP","2532C",1
"2543T","3142",52.0398470736153,4.26367783290026,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543T",52.03807,4.302551,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543T",51.92693,4.25433,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2571",52.0408197781465,4.2614617830182,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2582",52.0428928838003,4.26639256132776,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543B",52.09343,4.276608,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2565",52.0353834676263,4.25634401078893,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2565","2543G",52.07543,4.258572,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2565","2542J",52.07543,4.258572,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","3011",52.0367222332167,4.25362685931864,51.91868,4.487522,1,0,59,12.7,18.6,23,4.7,2,27.5,0.9,6.1,20.5,"2545JT","2545J",1
"3011","2543E",51.91868,4.487522,52.0367222332167,4.25362685931864,0,1,64.2,16.6,12.8,26,8.9,2,28,1.1,4.6,22.3,"2532CP","2532C",1
"2543R","2517",52.0428928838003,4.26639256132776,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543R",52.06093,4.266762,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2582",52.0434639733693,4.26411809103701,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543A",52.09343,4.276608,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2571",52.0353834676263,4.25634401078893,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543G",52.06937,4.286918,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","3142",52.0434639733693,4.26411809103701,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543A",51.92693,4.25433,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2596",52.0384390330544,4.25641060632753,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2517",52.0408197781465,4.2614617830182,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2547",52.0375341571121,4.2553666934214,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2543X",52.06093,4.266762,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2548",52.039653035803,4.25997191228478,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2548","2543V",52.02944,4.290399,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","3047",52.0384390330544,4.25641060632753,51.95087,4.396513,1,0,89.9,43.9,34.4,4,7.7,3,20.3,3.1,12.7,4.5,"2545JT","2545J",1
"3047","2543C",51.95087,4.396513,52.0384390330544,4.25641060632753,0,1,89.9,42.9,24.1,15,8,2,31.4,3,9.8,18.6,"2543GB","2543G",1
"2543A","2803",52.0434639733693,4.26411809103701,52.02455,4.690541,1,0,80.9,31,22.5,18,9.4,2,36.7,2.2,6.5,28,"2543AA","2543A",1
"2803","2543A",52.02455,4.690541,52.0434639733693,4.26411809103701,0,1,81.6,14.9,31.9,18,16.8,3,38.8,1,9.9,28,"2544GA","2544G",1
"2543C","2629",52.0384390330544,4.25641060632753,51.9839,4.38799,1,0,68.6,27.6,28.4,4,8.5,3,16.1,1.8,9.8,4.5,"2545JT","2545J",1
"2629","2543C",51.9839,4.38799,52.0384390330544,4.25641060632753,0,1,74.7,30.5,25.2,7,11.9,2,20.3,1.9,10.1,8.4,"2543GB","2543G",1
"2542E","2582",52.0358716120214,4.26738012702625,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
